"MEASURE","Measure","REGIONTYPE","Geography Level","LGA_2019","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2003","2003",60815,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2004","2004",61382,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2005","2005",61863,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2006","2006",62243,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2007","2007",62916,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2008","2008",63956,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2009","2009",64778,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2010","2010",65597,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2011","2011",66218,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2012","2012",66840,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2013","2013",67701,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2014","2014",68658,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2015","2015",69474,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2016","2016",70391,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2017","2017",71036,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2018","2018",72160,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16900","Shellharbour (C)","A","Annual","2019","2019",73233,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2001","2001",86856,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2002","2002",88055,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2003","2003",88861,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2004","2004",89374,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2005","2005",90173,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2006","2006",90505,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2007","2007",91497,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2008","2008",92351,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2009","2009",93754,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2010","2010",95154,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2011","2011",96203,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2012","2012",97166,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2013","2013",98097,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2014","2014",99292,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2015","2015",100550,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2016","2016",101942,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2017","2017",103061,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2018","2018",104268,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","16950","Shoalhaven (C)","A","Annual","2019","2019",105648,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2001","2001",21066,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2002","2002",21356,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2003","2003",21671,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2004","2004",21886,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2005","2005",22254,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2006","2006",22535,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2007","2007",22663,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2008","2008",22860,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2009","2009",23063,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2010","2010",23335,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2011","2011",23523,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2012","2012",23548,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2013","2013",23557,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2014","2014",23597,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2015","2015",23586,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2016","2016",23576,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2017","2017",23499,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2018","2018",23397,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17000","Singleton (A)","A","Annual","2019","2019",23461,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2001","2001",19440,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2002","2002",19571,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2003","2003",19710,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2004","2004",19762,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2005","2005",19866,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2006","2006",20008,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2007","2007",20073,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2008","2008",20147,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2009","2009",20241,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2010","2010",20335,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2011","2011",20386,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2012","2012",20403,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2013","2013",20433,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2014","2014",20454,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2015","2015",20473,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2016","2016",20558,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2017","2017",20665,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2018","2018",20714,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17040","Snowy Monaro Regional (A)","A","Annual","2019","2019",20795,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2001","2001",15084,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2002","2002",15018,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2003","2003",15052,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2004","2004",14793,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2005","2005",14700,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2006","2006",14684,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2007","2007",14641,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2008","2008",14575,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2009","2009",14647,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2010","2010",14728,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2011","2011",14756,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2012","2012",14741,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2013","2013",14720,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2014","2014",14690,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2015","2015",14640,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2016","2016",14611,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2017","2017",14559,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2018","2018",14516,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17080","Snowy Valleys (A)","A","Annual","2019","2019",14479,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2001","2001",29253,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2002","2002",29578,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2003","2003",30256,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2004","2004",31242,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2005","2005",32143,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2006","2006",33030,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2007","2007",34219,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2008","2008",35343,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2009","2009",36592,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2010","2010",37002,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2011","2011",37239,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2012","2012",37968,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2013","2013",38918,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2014","2014",40301,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2015","2015",41276,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2016","2016",42415,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2017","2017",43852,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2018","2018",45110,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17100","Strathfield (A)","A","Annual","2019","2019",46926,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2001","2001",212458,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2002","2002",212978,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2003","2003",212719,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2004","2004",211907,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2005","2005",211460,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2006","2006",211230,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2007","2007",213161,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2008","2008",216400,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2009","2009",219065,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2010","2010",220060,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2011","2011",220250,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2012","2012",221220,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2013","2013",222549,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2014","2014",223921,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2015","2015",225218,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2016","2016",226461,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2017","2017",227695,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2018","2018",228980,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17150","Sutherland Shire (A)","A","Annual","2019","2019",230611,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2001","2001",128901,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2002","2002",136368,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2003","2003",145079,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2004","2004",152892,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2005","2005",158834,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2006","2006",164597,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2007","2007",169056,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2008","2008",172985,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2009","2009",177150,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2010","2010",180748,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2011","2011",183281,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2012","2012",189543,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2013","2013",196318,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2014","2014",204516,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2015","2015",214037,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2016","2016",222717,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2017","2017",233177,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2018","2018",240102,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17200","Sydney (C)","A","Annual","2019","2019",246343,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2001","2001",53557,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2002","2002",53831,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2003","2003",54016,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2004","2004",54111,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2005","2005",54363,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2006","2006",54887,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2007","2007",55607,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2008","2008",56148,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2009","2009",56814,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2010","2010",57650,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2011","2011",58228,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2012","2012",58699,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2013","2013",59240,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2014","2014",59872,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2015","2015",60432,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2016","2016",60990,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2017","2017",61615,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2018","2018",62086,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17310","Tamworth Regional (A)","A","Annual","2019","2019",62541,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2001","2001",6288,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2002","2002",6221,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2003","2003",6123,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2004","2004",6039,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2005","2005",6016,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2006","2006",6008,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2007","2007",5977,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2008","2008",5959,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2009","2009",5936,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2010","2010",5951,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2011","2011",5953,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2012","2012",6002,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2013","2013",6055,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2014","2014",6098,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2015","2015",6165,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2016","2016",6210,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2017","2017",6239,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2018","2018",6267,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17350","Temora (A)","A","Annual","2019","2019",6307,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2001","2001",6842,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2002","2002",6808,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2003","2003",6709,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2004","2004",6650,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2005","2005",6630,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2006","2006",6666,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2007","2007",6731,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2008","2008",6796,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2009","2009",6882,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2010","2010",6941,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2011","2011",6990,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2012","2012",6925,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2013","2013",6834,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2014","2014",6769,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2015","2015",6713,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2016","2016",6697,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2017","2017",6660,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2018","2018",6631,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17400","Tenterfield (A)","A","Annual","2019","2019",6594,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2001","2001",117301,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2002","2002",122269,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2003","2003",126698,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2004","2004",130134,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2005","2005",133214,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2006","2006",136015,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2007","2007",138034,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2008","2008",141230,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2009","2009",144388,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2010","2010",146247,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2011","2011",147779,,
"ERP","Estimated Resident Population","LGA2019","Local Government Areas (2019)","17420","The Hills Shire (A)","A","Annual","2012","2012",149939,,
